,model,seed,name,MCC
10,rf,2_skf_0,rf_seed_2_skf_0_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.167
11,rf,2_skf_1,rf_seed_2_skf_1_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.234
12,rf,2_skf_2,rf_seed_2_skf_2_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.237
13,rf,2_skf_3,rf_seed_2_skf_3_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.237
14,rf,2_skf_4,rf_seed_2_skf_4_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.154
15,rf,3_skf_0,rf_seed_3_skf_0_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.194
16,rf,3_skf_1,rf_seed_3_skf_1_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.2
17,rf,3_skf_2,rf_seed_3_skf_2_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.24
18,rf,3_skf_3,rf_seed_3_skf_3_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.206
19,rf,3_skf_4,rf_seed_3_skf_4_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.22
21,rf,4_skf_1,rf_seed_4_skf_1_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.219
22,rf,4_skf_2,rf_seed_4_skf_2_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.204
23,rf,4_skf_3,rf_seed_4_skf_3_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.249
24,rf,4_skf_4,rf_seed_4_skf_4_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.205
25,rf,5_skf_0,rf_seed_5_skf_0_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.234
26,rf,5_skf_1,rf_seed_5_skf_1_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.179
27,rf,5_skf_2,rf_seed_5_skf_2_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.167
28,rf,5_skf_3,rf_seed_5_skf_3_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.24
29,rf,5_skf_4,rf_seed_5_skf_4_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.201
30,rf,6_skf_0,rf_seed_6_skf_0_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.17
31,rf,6_skf_1,rf_seed_6_skf_1_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.194
32,rf,6_skf_2,rf_seed_6_skf_2_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.21
33,rf,6_skf_3,rf_seed_6_skf_3_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.191
34,rf,6_skf_4,rf_seed_6_skf_4_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.225
35,rf,7_skf_0,rf_seed_7_skf_0_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.246
36,rf,7_skf_1,rf_seed_7_skf_1_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.216
37,rf,7_skf_2,rf_seed_7_skf_2_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.176
38,rf,7_skf_3,rf_seed_7_skf_3_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.209
39,rf,7_skf_4,rf_seed_7_skf_4_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.249
40,rf,8_skf_0,rf_seed_8_skf_0_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.151
41,rf,8_skf_1,rf_seed_8_skf_1_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.22
42,rf,8_skf_2,rf_seed_8_skf_2_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.202
43,rf,8_skf_3,rf_seed_8_skf_3_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.197
44,rf,8_skf_4,rf_seed_8_skf_4_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.197
45,rf,9_skf_0,rf_seed_9_skf_0_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.216
46,rf,9_skf_1,rf_seed_9_skf_1_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.217
47,rf,9_skf_2,rf_seed_9_skf_2_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.229
48,rf,9_skf_3,rf_seed_9_skf_3_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.194
49,rf,9_skf_4,rf_seed_9_skf_4_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.181
50,rf,10_skf_0,rf_seed_10_skf_0_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.157
51,rf,10_skf_1,rf_seed_10_skf_1_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.206
52,rf,10_skf_2,rf_seed_10_skf_2_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.263
53,rf,10_skf_3,rf_seed_10_skf_3_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.216
54,rf,10_skf_4,rf_seed_10_skf_4_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.203
55,rf,11_skf_0,rf_seed_11_skf_0_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.209
56,rf,11_skf_1,rf_seed_11_skf_1_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.261
57,rf,11_skf_2,rf_seed_11_skf_2_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.234
58,rf,11_skf_3,rf_seed_11_skf_3_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.222
59,rf,11_skf_4,rf_seed_11_skf_4_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.239
60,rf,12_skf_0,rf_seed_12_skf_0_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.266
61,rf,12_skf_1,rf_seed_12_skf_1_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.167
62,rf,12_skf_2,rf_seed_12_skf_2_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.162
63,rf,12_skf_3,rf_seed_12_skf_3_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.21
64,rf,12_skf_4,rf_seed_12_skf_4_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.195
65,rf,13_skf_0,rf_seed_13_skf_0_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.222
66,rf,13_skf_1,rf_seed_13_skf_1_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.219
68,rf,13_skf_3,rf_seed_13_skf_3_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.185
69,rf,13_skf_4,rf_seed_13_skf_4_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.231
70,rf,14_skf_0,rf_seed_14_skf_0_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.154
71,rf,14_skf_1,rf_seed_14_skf_1_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.219
72,rf,14_skf_2,rf_seed_14_skf_2_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.21
73,rf,14_skf_3,rf_seed_14_skf_3_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.203
74,rf,14_skf_4,rf_seed_14_skf_4_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.167
75,rf,15_skf_0,rf_seed_15_skf_0_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.207
76,rf,15_skf_1,rf_seed_15_skf_1_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.213
77,rf,15_skf_2,rf_seed_15_skf_2_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.191
78,rf,15_skf_3,rf_seed_15_skf_3_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.185
79,rf,15_skf_4,rf_seed_15_skf_4_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.228
81,rf,16_skf_1,rf_seed_16_skf_1_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.246
82,rf,16_skf_2,rf_seed_16_skf_2_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.194
83,rf,16_skf_3,rf_seed_16_skf_3_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.249
84,rf,16_skf_4,rf_seed_16_skf_4_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.213
85,rf,17_skf_0,rf_seed_17_skf_0_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.228
86,rf,17_skf_1,rf_seed_17_skf_1_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.227
87,rf,17_skf_2,rf_seed_17_skf_2_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.222
88,rf,17_skf_3,rf_seed_17_skf_3_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.237
89,rf,17_skf_4,rf_seed_17_skf_4_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.17
90,rf,18_skf_0,rf_seed_18_skf_0_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.21
91,rf,18_skf_1,rf_seed_18_skf_1_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.228
92,rf,18_skf_2,rf_seed_18_skf_2_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.176
93,rf,18_skf_3,rf_seed_18_skf_3_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.219
94,rf,18_skf_4,rf_seed_18_skf_4_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.222
95,rf,19_skf_0,rf_seed_19_skf_0_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.22
96,rf,19_skf_1,rf_seed_19_skf_1_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.198
97,rf,19_skf_2,rf_seed_19_skf_2_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.234
98,rf,19_skf_3,rf_seed_19_skf_3_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.192
99,rf,19_skf_4,rf_seed_19_skf_4_paras_0_estimator_700_depth_11_random_1_leaf_5_year_1997_weight_balanced,0.157
0,xgboost,0_skf_0,xgboost_seed_0_skf_0_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.155
1,xgboost,0_skf_1,xgboost_seed_0_skf_1_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.216
2,xgboost,0_skf_2,xgboost_seed_0_skf_2_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.231
3,xgboost,0_skf_3,xgboost_seed_0_skf_3_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.174
4,xgboost,0_skf_4,xgboost_seed_0_skf_4_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.204
7,xgboost,1_skf_2,xgboost_seed_1_skf_2_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.164
8,xgboost,1_skf_3,xgboost_seed_1_skf_3_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.264
10,xgboost,2_skf_0,xgboost_seed_2_skf_0_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.164
11,xgboost,2_skf_1,xgboost_seed_2_skf_1_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.228
12,xgboost,2_skf_2,xgboost_seed_2_skf_2_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.217
13,xgboost,2_skf_3,xgboost_seed_2_skf_3_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.197
14,xgboost,2_skf_4,xgboost_seed_2_skf_4_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.219
15,xgboost,3_skf_0,xgboost_seed_3_skf_0_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.237
17,xgboost,3_skf_2,xgboost_seed_3_skf_2_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.165
18,xgboost,3_skf_3,xgboost_seed_3_skf_3_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.231
19,xgboost,3_skf_4,xgboost_seed_3_skf_4_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.176
21,xgboost,4_skf_1,xgboost_seed_4_skf_1_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.169
22,xgboost,4_skf_2,xgboost_seed_4_skf_2_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.189
23,xgboost,4_skf_3,xgboost_seed_4_skf_3_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.195
24,xgboost,4_skf_4,xgboost_seed_4_skf_4_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.162
25,xgboost,5_skf_0,xgboost_seed_5_skf_0_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.234
26,xgboost,5_skf_1,xgboost_seed_5_skf_1_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.219
27,xgboost,5_skf_2,xgboost_seed_5_skf_2_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.191
28,xgboost,5_skf_3,xgboost_seed_5_skf_3_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.222
29,xgboost,5_skf_4,xgboost_seed_5_skf_4_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.2
30,xgboost,6_skf_0,xgboost_seed_6_skf_0_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.2
31,xgboost,6_skf_1,xgboost_seed_6_skf_1_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.195
32,xgboost,6_skf_2,xgboost_seed_6_skf_2_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.2
33,xgboost,6_skf_3,xgboost_seed_6_skf_3_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.188
34,xgboost,6_skf_4,xgboost_seed_6_skf_4_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.243
35,xgboost,7_skf_0,xgboost_seed_7_skf_0_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.192
36,xgboost,7_skf_1,xgboost_seed_7_skf_1_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.249
37,xgboost,7_skf_2,xgboost_seed_7_skf_2_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.173
38,xgboost,7_skf_3,xgboost_seed_7_skf_3_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.25
40,xgboost,8_skf_0,xgboost_seed_8_skf_0_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.183
41,xgboost,8_skf_1,xgboost_seed_8_skf_1_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.243
42,xgboost,8_skf_2,xgboost_seed_8_skf_2_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.176
43,xgboost,8_skf_3,xgboost_seed_8_skf_3_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.243
44,xgboost,8_skf_4,xgboost_seed_8_skf_4_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.192
45,xgboost,9_skf_0,xgboost_seed_9_skf_0_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.162
46,xgboost,9_skf_1,xgboost_seed_9_skf_1_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.252
47,xgboost,9_skf_2,xgboost_seed_9_skf_2_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.146
48,xgboost,9_skf_3,xgboost_seed_9_skf_3_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.156
49,xgboost,9_skf_4,xgboost_seed_9_skf_4_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.237
50,xgboost,10_skf_0,xgboost_seed_10_skf_0_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.158
51,xgboost,10_skf_1,xgboost_seed_10_skf_1_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.225
52,xgboost,10_skf_2,xgboost_seed_10_skf_2_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.176
53,xgboost,10_skf_3,xgboost_seed_10_skf_3_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.177
54,xgboost,10_skf_4,xgboost_seed_10_skf_4_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.231
55,xgboost,11_skf_0,xgboost_seed_11_skf_0_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.155
57,xgboost,11_skf_2,xgboost_seed_11_skf_2_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.172
58,xgboost,11_skf_3,xgboost_seed_11_skf_3_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.201
59,xgboost,11_skf_4,xgboost_seed_11_skf_4_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.182
60,xgboost,12_skf_0,xgboost_seed_12_skf_0_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.216
61,xgboost,12_skf_1,xgboost_seed_12_skf_1_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.197
62,xgboost,12_skf_2,xgboost_seed_12_skf_2_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.186
63,xgboost,12_skf_3,xgboost_seed_12_skf_3_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.197
64,xgboost,12_skf_4,xgboost_seed_12_skf_4_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.155
66,xgboost,13_skf_1,xgboost_seed_13_skf_1_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.198
67,xgboost,13_skf_2,xgboost_seed_13_skf_2_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.244
68,xgboost,13_skf_3,xgboost_seed_13_skf_3_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.179
69,xgboost,13_skf_4,xgboost_seed_13_skf_4_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.234
70,xgboost,14_skf_0,xgboost_seed_14_skf_0_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.219
71,xgboost,14_skf_1,xgboost_seed_14_skf_1_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.167
72,xgboost,14_skf_2,xgboost_seed_14_skf_2_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.207
73,xgboost,14_skf_3,xgboost_seed_14_skf_3_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.219
75,xgboost,15_skf_0,xgboost_seed_15_skf_0_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.191
77,xgboost,15_skf_2,xgboost_seed_15_skf_2_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.167
78,xgboost,15_skf_3,xgboost_seed_15_skf_3_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.264
79,xgboost,15_skf_4,xgboost_seed_15_skf_4_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.189
80,xgboost,16_skf_0,xgboost_seed_16_skf_0_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.177
81,xgboost,16_skf_1,xgboost_seed_16_skf_1_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.189
82,xgboost,16_skf_2,xgboost_seed_16_skf_2_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.21
83,xgboost,16_skf_3,xgboost_seed_16_skf_3_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.213
84,xgboost,16_skf_4,xgboost_seed_16_skf_4_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.183
85,xgboost,17_skf_0,xgboost_seed_17_skf_0_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.198
87,xgboost,17_skf_2,xgboost_seed_17_skf_2_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.151
88,xgboost,17_skf_3,xgboost_seed_17_skf_3_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.237
90,xgboost,18_skf_0,xgboost_seed_18_skf_0_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.228
91,xgboost,18_skf_1,xgboost_seed_18_skf_1_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.234
92,xgboost,18_skf_2,xgboost_seed_18_skf_2_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.2
94,xgboost,18_skf_4,xgboost_seed_18_skf_4_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.213
95,xgboost,19_skf_0,xgboost_seed_19_skf_0_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.188
96,xgboost,19_skf_1,xgboost_seed_19_skf_1_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.22
97,xgboost,19_skf_2,xgboost_seed_19_skf_2_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.234
98,xgboost,19_skf_3,xgboost_seed_19_skf_3_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.198
99,xgboost,19_skf_4,xgboost_seed_19_skf_4_paras_0_lr_0.01_n_700_depth_11_subsample_0.7_scale_pos_weight_0.66,0.174
